date,tot_cases,new_case,tot_death,new_death,population_estimate,state_abbreviation,normalized_tot_cases,normalized_new_case,normalized_tot_death,normalized_new_death
04/08/2020,458,9,5,0,1412687,HI,0.324204866,0.006370838,0.003539354,0
04/09/2020,469,11,6,1,1412687,HI,0.331991446,0.00778658,0.004247225,0.000707871
04/10/2020,489,20,8,2,1412687,HI,0.346148864,0.014157418,0.005662967,0.001415742
04/11/2020,503,14,9,1,1412687,HI,0.356059056,0.009910192,0.006370838,0.000707871
04/12/2020,507,4,9,0,1412687,HI,0.35889054,0.002831484,0.006370838,0
04/13/2020,513,6,9,0,1412687,HI,0.363137765,0.004247225,0.006370838,0
04/14/2020,524,11,9,0,1412687,HI,0.370924345,0.00778658,0.006370838,0
04/15/2020,535,11,9,0,1412687,HI,0.378710925,0.00778658,0.006370838,0
04/16/2020,544,9,9,0,1412687,HI,0.385081763,0.006370838,0.006370838,0
04/17/2020,564,20,9,0,1412687,HI,0.39923918,0.014157418,0.006370838,0
04/18/2020,572,8,9,0,1412687,HI,0.404902147,0.005662967,0.006370838,0
04/19/2020,576,4,10,1,1412687,HI,0.407733631,0.002831484,0.007078709,0.000707871
04/20/2020,578,2,10,0,1412687,HI,0.409149373,0.001415742,0.007078709,0
04/21/2020,584,6,12,2,1412687,HI,0.413396598,0.004247225,0.008494451,0.001415742
04/22/2020,589,5,12,0,1412687,HI,0.416935953,0.003539354,0.008494451,0
04/23/2020,592,3,12,0,1412687,HI,0.419059565,0.002123613,0.008494451,0
04/24/2020,594,2,13,1,1412687,HI,0.420475307,0.001415742,0.009202322,0.000707871
04/25/2020,596,2,14,1,1412687,HI,0.421891049,0.001415742,0.009910192,0.000707871
04/26/2020,597,1,14,0,1412687,HI,0.42259892,0.000707871,0.009910192,0
04/27/2020,598,1,16,2,1412687,HI,0.423306791,0.000707871,0.011325934,0.001415742
04/28/2020,602,4,16,0,1412687,HI,0.426138274,0.002831484,0.011325934,0
04/29/2020,606,4,16,0,1412687,HI,0.428969758,0.002831484,0.011325934,0
04/30/2020,607,1,16,0,1412687,HI,0.429677629,0.000707871,0.011325934,0
04/01/2020,321,28,16,3,628061,VT,0.511096852,0.044581657,0.025475233,0.004776606
04/02/2020,338,17,17,1,628061,VT,0.538164287,0.027067435,0.027067435,0.001592202
04/03/2020,389,51,17,0,628061,VT,0.61936659,0.081202304,0.027067435,0
04/04/2020,461,72,20,3,628061,VT,0.734005136,0.114638546,0.031844041,0.004776606
04/05/2020,512,51,22,2,628061,VT,0.81520744,0.081202304,0.035028445,0.003184404
04/06/2020,543,31,23,1,628061,VT,0.864565703,0.049358263,0.036620647,0.001592202
04/07/2020,575,32,23,0,628061,VT,0.915516168,0.050950465,0.036620647,0
04/08/2020,605,30,23,0,628061,VT,0.963282229,0.047766061,0.036620647,0
04/09/2020,628,23,23,0,628061,VT,0.999902876,0.036620647,0.036620647,0
04/10/2020,679,51,24,1,628061,VT,1.081105179,0.081202304,0.038212849,0.001592202
04/11/2020,711,32,25,1,628061,VT,1.132055644,0.050950465,0.039805051,0.001592202
04/12/2020,727,16,27,2,628061,VT,1.157530877,0.025475233,0.042989455,0.003184404
04/13/2020,748,21,28,1,628061,VT,1.190967119,0.033436243,0.044581657,0.001592202
04/14/2020,750,2,29,1,628061,VT,1.194151523,0.003184404,0.046173859,0.001592202
04/15/2020,759,9,30,1,628061,VT,1.208481342,0.014329818,0.047766061,0.001592202
04/16/2020,768,9,35,5,628061,VT,1.22281116,0.014329818,0.055727071,0.00796101
04/17/2020,779,11,35,0,628061,VT,1.240325382,0.017514222,0.055727071,0
04/18/2020,803,24,38,3,628061,VT,1.278538231,0.038212849,0.060503677,0.004776606
04/19/2020,812,9,38,0,628061,VT,1.292868049,0.014329818,0.060503677,0
04/20/2020,816,4,38,0,628061,VT,1.299236858,0.006368808,0.060503677,0
04/21/2020,818,2,40,2,628061,VT,1.302421262,0.003184404,0.063688081,0.003184404
04/22/2020,823,5,40,0,628061,VT,1.310382272,0.00796101,0.063688081,0
04/23/2020,825,2,43,3,628061,VT,1.313566676,0.003184404,0.068464687,0.004776606
04/24/2020,827,2,44,1,628061,VT,1.31675108,0.003184404,0.070056889,0.001592202
04/25/2020,843,16,46,2,628061,VT,1.342226312,0.025475233,0.073241293,0.003184404
04/26/2020,851,8,46,0,628061,VT,1.354963929,0.012737616,0.073241293,0
04/27/2020,855,4,47,1,628061,VT,1.361332737,0.006368808,0.074833495,0.001592202
04/28/2020,862,7,47,0,628061,VT,1.372478151,0.011145414,0.074833495,0
04/29/2020,862,0,47,0,628061,VT,1.372478151,0,0.074833495,0
04/30/2020,866,4,49,2,628061,VT,1.378846959,0.006368808,0.0780179,0.003184404
